Label;Volume (unit);Volume (pixel);Mean;SurfaceArea;surfaceAreaPxl;Min;Max;Std Deviation;X;Y;Z;Xmass;Ymass;Zmass;Feret
ObjB-1;0,491;152;1;4,758;230;1;1;0;38,783;2,711;0,868;38,783;2,711;0,868;1,314
ObjB-2;0,598;185;2;5,194;244;2;2;0;79,011;2,005;1,141;79,011;2,005;1,141;1,362
ObjB-3;0,032;10;3;0,651;34;3;3;0;91;0,5;0;91;0,5;0;0,428
ObjB-4;0,297;92;4;3,741;162;4;4;0;160,696;1,141;1,174;160,696;1,141;1,174;1,68
ObjB-5;0,281;87;5;3,757;156;5;5;0;190,195;1,391;1,414;190,195;1,391;1,414;1,278
ObjB-6;0,068;21;6;1,236;58;6;6;0;281,476;0,619;0,333;281,476;0,619;0,333;0,529
ObjB-7;0,139;43;7;1,901;82;7;7;0;350,767;1,488;0,884;350,767;1,488;0,884;0,793
ObjB-8;0,09;28;8;1,569;70;8;8;0;355,929;0,75;0,5;355,929;0,75;0,5;0,73
ObjB-9;0,181;56;9;2,488;110;9;9;0;365,429;1,589;0,893;365,429;1,589;0,893;1,044
ObjB-10;0,162;50;10;2,119;106;10;10;0;1,92;2,28;0,42;1,92;2,28;0,42;0,793
ObjB-11;0,097;30;11;1,612;74;11;11;0;203,367;1,067;0,433;203,367;1,067;0,433;0,608
ObjB-12;0,191;59;12;2,57;110;12;12;0;258,322;1,932;1,254;258,322;1,932;1,254;1,075
ObjB-13;0,41;127;13;4,008;202;13;13;0;149,22;2,598;0,74;149,22;2,598;0,74;1,008
ObjB-14;0,372;115;14;3,7;162;14;14;0;253,017;2,635;1,33;253,017;2,635;1,33;1,161
ObjB-15;0,262;81;15;3,139;144;15;15;0;207,864;3,79;1,037;207,864;3,79;1,037;0,992
ObjB-16;0,026;8;16;0,876;36;16;16;0;289,5;2,5;0,5;289,5;2,5;0,5;0,445
ObjB-17;0,385;119;17;3,726;206;17;17;0;340,63;3,151;0,471;340,63;3,151;0,471;1,198
ObjB-18;0,52;161;18;4,684;242;18;18;0;47,23;4,211;0,807;47,23;4,211;0,807;1,129
ObjB-19;0,304;94;19;3,508;182;19;19;0;308,447;4,149;0,468;308,447;4,149;0,468;1,003
ObjB-20;0,352;109;20;4,138;214;20;20;0;134,936;5,431;0,578;134,936;5,431;0,578;1,355
ObjB-21;0,653;202;21;6,034;288;21;21;0;243,797;5,317;1,183;243,797;5,317;1,183;1,362
ObjB-22;0,249;77;22;3,398;168;22;22;0;272,481;6,169;0,532;272,481;6,169;0,532;1,146
ObjB-23;0,155;48;23;2,136;100;23;23;0;277,458;5;0,5;277,458;5;0,5;0,699
ObjB-24;0,074;23;24;1,444;66;24;24;0;290,13;5,217;0,348;290,13;5,217;0,348;0,634
ObjB-25;0,09;28;25;1,631;72;25;25;0;295,143;2,964;0,464;295,143;2,964;0,464;0,722
ObjB-26;0,21;65;26;2,68;124;26;26;0;216,908;6,231;0,769;216,908;6,231;0,769;0,82
ObjB-27;0,672;208;27;6,248;270;27;27;0;158,51;6,572;2,457;158,51;6,572;2,457;1,742
ObjB-28;0,355;110;28;3,709;178;28;28;0;198,782;7,618;0,855;198,782;7,618;0,855;1,085
ObjB-29;0,155;48;29;2,141;108;29;29;0;28,5;7,604;0,375;28,5;7,604;0,375;0,845
ObjB-30;0,181;56;30;2,323;106;30;30;0;74,196;9,75;0,732;74,196;9,75;0,732;0,852
ObjB-31;0,246;76;31;2,876;146;31;31;0;294,079;10,947;0,461;294,079;10,947;0,461;1,065
ObjB-32;0,162;50;32;2,284;110;32;32;0;338,86;9,24;0,44;338,86;9,24;0,44;0,907
ObjB-33;0,549;170;33;5,385;292;33;33;0;34,171;12,276;0,512;34,171;12,276;0,512;1,365
ObjB-34;0,132;41;34;2,071;94;34;34;0;211,439;10,512;0,61;211,439;10,512;0,61;0,82
ObjB-35;0,136;42;35;1,698;82;35;35;0;281,619;9,571;0,5;281,619;9,571;0,5;0,634
ObjB-36;0,132;41;36;2,246;114;36;36;0;231,39;10,659;0,22;231,39;10,659;0,22;0,758
ObjB-37;0,039;12;37;0,9;42;37;37;0;103,333;12,833;0,167;103,333;12,833;0,167;0,533
ObjB-38;0,074;23;38;1,489;74;38;38;0;109,087;12,652;0,174;109,087;12,652;0,174;0,599
ObjB-39;0,162;50;39;2,055;100;39;39;0;145,52;10,5;0,52;145,52;10,5;0,52;0,852
ObjB-40;0,362;112;40;3,661;200;40;40;0;21,08;12,946;0,482;21,08;12,946;0,482;1,03
ObjB-41;0,326;101;41;3,637;194;41;41;0;82,069;12,812;0,505;82,069;12,812;0,505;1,119
ObjB-42;0,139;43;42;1,995;102;42;42;0;94,488;12,744;0,465;94,488;12,744;0,465;0,722
ObjB-43;0,246;76;43;3,477;164;43;43;0;121,961;12,868;0,737;121,961;12,868;0,737;1,099
ObjB-44;0,31;96;44;3,007;162;44;44;0;139,125;12,125;0,479;139,125;12,125;0,479;0,979
ObjB-45;0,346;107;45;3,714;186;45;45;0;151,056;11,897;0,72;151,056;11,897;0,72;1,19
ObjB-46;0,666;206;46;5,809;286;46;46;0;166,995;13,18;0,951;166,995;13,18;0,951;1,362
ObjB-47;0,336;104;47;3,331;158;47;47;0;174;12,077;0,875;174;12,077;0,875;1,076
ObjB-48;0,443;137;48;4,646;212;48;48;0;261,212;14,949;1,27;261,212;14,949;1,27;1,33
ObjB-49;0,255;79;49;3,058;144;49;49;0;301,025;13,835;0,772;301,025;13,835;0,772;0,992
ObjB-50;0,401;124;50;3,834;182;50;50;0;323,798;15,476;0,919;323,798;15,476;0,919;1,03
ObjB-51;0,097;30;51;1,837;76;51;51;0;141,5;18,833;1,067;141,5;18,833;1,067;0,852
ObjB-52;0,097;30;52;1,466;68;52;52;0;145,2;16,533;0,467;145,2;16,533;0,467;0,599
ObjB-53;0,249;77;53;2,708;138;53;53;0;202,597;15,195;0,506;202,597;15,195;0,506;0,93
ObjB-54;0,52;161;54;4,952;248;54;54;0;294,975;18,727;0,807;294,975;18,727;0,807;1,424
ObjB-55;0,213;66;55;2,864;126;55;55;0;317,227;16,636;0,879;317,227;16,636;0,879;0,992
ObjB-56;0,165;51;56;3,058;110;56;56;0;176,765;16,412;2,49;176,765;16,412;2,49;1,827
ObjB-57;0,294;91;57;3,398;168;57;57;0;244,736;20,187;0,67;244,736;20,187;0,67;0,919
ObjB-58;0,536;166;58;4,911;248;58;58;0;311,506;18,301;0,753;311,506;18,301;0,753;1,498
ObjB-59;0,142;44;59;1,93;96;59;59;0;337,364;20,023;0,409;337,364;20,023;0,409;0,722
ObjB-60;0,223;69;60;3,185;152;60;60;0;172,391;21,971;0,58;172,391;21,971;0,58;1,03
