Label;Volume (unit);Volume (pixel);Mean;SurfaceArea;surfaceAreaPxl;Min;Max;Std Deviation;X;Y;Z;Xmass;Ymass;Zmass;Feret
ObjB-1;0,223;69;1;2,965;124;1;1;0;1,304;1,826;1,246;1,304;1,826;1,246;1,138
ObjB-2;0,145;45;2;2,158;102;2;2;0;18,556;1,022;0,556;18,556;1,022;0,556;0,871
ObjB-3;0,116;36;3;1,964;84;3;3;0;156,333;0,722;0,722;156,333;0,722;0,722;0,8
ObjB-4;0,136;42;4;2,095;100;4;4;0;240,571;1,071;0,452;240,571;1,071;0,452;0,936
ObjB-5;0,132;41;5;1,868;94;5;5;0;325,829;1,146;0,366;325,829;1,146;0,366;0,813
ObjB-6;0,094;29;6;1,444;66;6;6;0;365,621;1,138;0,552;365,621;1,138;0,552;0,707
ObjB-7;0,029;9;7;0,692;34;7;7;0;349,333;1,667;0,111;349,333;1,667;0,111;0,48
ObjB-8;0,365;113;8;3,896;184;8;8;0;95,08;2,841;0,85;95,08;2,841;0,85;1,211
ObjB-9;0,032;10;9;0,714;36;9;9;0;170,6;1,5;0;170,6;1,5;0;0,374
ObjB-10;0,171;53;10;2,464;104;10;10;0;352,906;2,189;1;352,906;2,189;1;1,099
ObjB-11;0,065;20;11;1,341;64;11;11;0;161,5;2,55;0,2;161,5;2,55;0,2;0,529
ObjB-12;0,52;161;12;4,859;228;12;12;0;76,18;4,143;1,186;76,18;4,143;1,186;1,268
ObjB-13;0,249;77;13;3,017;144;13;13;0;358,221;2,74;0,597;358,221;2,74;0,597;0,93
ObjB-14;0,074;23;14;1,279;62;14;14;0;172,522;6,565;0,304;172,522;6,565;0,304;0,599
ObjB-15;0,355;110;15;3,98;188;15;15;0;206,6;4,336;0,836;206,6;4,336;0,836;1,203
ObjB-16;0,33;102;16;3,566;176;16;16;0;101,137;6,157;0,637;101,137;6,157;0,637;1,148
ObjB-17;0,708;219;17;6,334;312;17;17;0;192,795;6,685;1,014;192,795;6,685;1,014;1,512
ObjB-18;0,362;112;18;4,13;236;18;18;0;308,071;5,705;0,304;308,071;5,705;0,304;1,392
ObjB-19;0,058;18;19;0,948;54;19;19;0;334,333;7;0;334,333;7;0;0,464
ObjB-20;0,297;92;20;3,75;212;20;20;0;139,348;7;0,239;139,348;7;0,239;1,285
ObjB-21;0,278;86;21;3,638;160;21;21;0;233,314;8,802;1,128;233,314;8,802;1,128;1,138
